HSC	MPP	CMP	MEP	P1	P2	P3	P4	P5	P6	P7	P8	genes
0.03	0.03	0.02	0	3.21	6.63	6.2	2.3	0.07	0.06	0.14	0.4	AC006262.5
0	0	0	0	0	0	0	0	0	0	0	0	AC006262.10
0	0	0	0	0	0	0	0	0	0	0.02	0	IGFL1
10.07	6.79	0.14	0.02	0	0.02	0.05	0.02	0	0.01	0.05	0.01	HIF3A
0	0	0	0	0	0	0	0	0	0	0	0	AC007193.10
21.8	21.64	39.55	36.82	84.81	113.08	103.32	92.61	52.58	22.35	1.83	0.54	PPP5C
0	0	0	0	0	0	0	0	0	0	0	0	AC007193.9
0	0	0	0	0	0	0	0	0	0	0	0	AC007193.8
2.6	1.45	1.23	2.12	1.56	2.15	1.1	0.37	0.01	0	0	0	CCDC8
0.84	0.33	0.12	0.05	3.78	3.11	3.52	1.64	0	0	0.02	0	PNMAL1
0.52	0.88	0.69	0.41	1.66	1.21	0.95	1.03	1.45	1.01	0.06	0.1	PPP5D1
0.36	0.68	0.14	0.07	0.04	0	0	0	0	0	0	0	PNMAL2
0	0	0	0	0	0	0	0	0	0	0	0	AC011484.1
0	0	0.14	0.05	0.08	0.07	0.04	0.07	0.11	0.13	0.02	0	AC011551.3
81.58	96.65	113.71	101.66	218.01	273.09	297.25	310.06	472.1	478.27	128.07	27.49	CALM3
0	0	0	0	0	0	0	0	0	0	0	0	CTB-12A17.3
0.58	1.81	0.21	0.17	13.51	3.25	1.97	1.19	0.25	0.31	2.59	3.12	PTGIR
0	0	0	0	0.99	1.1	0.64	0.72	0.53	0.41	0.19	0.21	GNG8
0.16	0.08	0.05	0	0.12	0.07	0.01	0.07	0	0	0.03	0.03	DACT3
0.03	0.27	0.02	0.05	0	0.02	0	0	0.03	0.03	0	0.03	DACT3-AS1
14.39	18.63	11.18	13.16	23.33	9.68	9.43	9.44	19.12	24.56	11.44	13.32	PRKD2
8.32	15.43	10.33	13.13	50.98	37.06	29.18	31.56	45.32	42.42	23.01	30.44	STRN4
0.16	0.03	0.19	0.1	0.06	0.07	0	0.1	0.1	0.19	0	0.07	CTB-174O21.2
3.05	4.65	3.52	3.48	18.48	13.44	12.71	13.1	14.55	14.43	8.33	6.3	FKRP
12.28	19.26	23.14	38.99	218.29	325.28	333.22	455.18	1116.71	1019.36	1173.63	1063.51	SLC1A5
6.21	9.14	11.75	12.38	122.21	130.28	122.81	127.31	183.85	191.96	97.82	68.45	AP2S1
237.88	247.94	283.88	276.88	53.26	41.72	27.2	24.02	36.51	40.92	23.23	25.42	ARHGAP35
0.13	0.52	0.57	0.29	0.67	0.2	0.12	0.09	0.01	0.04	0.03	0.14	NPAS1
0.36	0.66	0.87	0.94	16.9	13.83	10.98	9.12	4.35	1.69	0.65	0.54	TMEM160
12.61	18.31	14.23	18.64	45.18	42.82	38.44	35.71	36.3	29.45	9.9	3.53	ZC3H4
47.4	44.98	69.46	78.68	230.99	314.23	300.49	249.8	169.07	111.91	18.03	15.85	SAE1
0.06	0.08	0.14	0.48	2.22	5.27	3.11	3.14	7.97	12.12	16.28	31.57	BBC3
1.23	2.19	0.9	1.11	4.75	4.05	2.29	2.43	3.16	2.63	1.53	2.07	CCDC9
0.45	0.88	1.13	1.69	5.7	2.28	1.55	1.36	2.65	2.87	1.55	2.59	PRR24
0.16	0.03	1.42	0.89	7.19	0.92	0.48	0.52	0.4	0.26	0.56	4.4	C5AR1
0.06	0.05	1.89	1.3	8.93	2.04	1.06	0.47	0.04	0.19	0.54	1.11	C5AR2
0	0	0	0	0.34	0.02	0.04	0	0	0.03	0.02	0	CTD-3023J11.2
3.41	6.95	5.18	9.66	26.34	48.93	35.62	34.58	13.12	14.25	23.07	39.11	DHX34
0	0	0	0	0.06	0.05	0	0	0	0	0.03	0.08	MEIS3
0.06	0.33	0	0	0	0	0.05	0.07	0	0.01	0.15	0.85	SLC8A2
3.25	9.25	2.34	4.06	12.89	17.66	17.07	18.82	12.44	8.29	3.67	4.95	KPTN
1.01	0.96	0.64	0.41	0.91	0.81	0.82	1.06	2.16	2.97	1.75	1.71	NAPA-AS1
21.54	20.52	29.1	16.85	83.27	94.08	109.26	129.91	174.75	198.85	311.45	424.09	NAPA
0	0.14	0.05	0.02	0.08	0.05	0	0	0	0	0	0.01	ZNF541
0	0.05	0.02	0	0.12	0.09	0.05	0.02	0	0.03	0	0	CTD-2571L23.8
5.26	8.02	7.4	5.21	3.45	2.2	1	1.12	2.08	1.29	0.51	0.24	GLTSCR1
0.16	0.19	0	0.12	0.5	0.2	0.22	0.23	0.24	0.49	0.14	0.08	CTD-3001H11.1
43.37	52.95	19.22	36.99	15.19	3.12	1.36	0.59	0.03	0.11	0.17	0.1	EHD2
122.74	226.4	95.08	89.76	23.81	16.92	12.87	12.79	10.82	6.32	2.54	1.27	GLTSCR2
0.13	0.05	0.05	0.14	0.42	0.07	0.1	0.09	0.08	0.04	0	0.18	CTD-2571L23.6
13	14.04	16.43	13.64	114.03	104.7	96.7	78.7	69.18	59.4	17.96	6.14	SEPW1
0	0	0.02	0	0	0	0	0	0	0	0	0	TPRX1
0	0	0.02	0	0	0	0	0	0	0	0	0	CRX
0	0	0	0	0	0	0	0	0	0	0	0	TPRX2P
0.06	0	0	0	0	0	0	0	0	0	0	0	CTD-3098H1.2
0	0.03	0	0.07	0	0	0	0	0	0	0	0	SULT2A1
0	0	0	0	0	0	0	0	0	0	0	0	BSPH1
0	0	0	0	0	0	0	0	0	0	0	0	ELSPBP1
0	0.03	0	0	0.1	0	0.03	0	0	0	0	0.06	CABP5
0.94	0.74	0.19	0.07	0.4	0.18	0.32	0.17	0.1	0.03	0.39	2.41	PLA2G4C
0	0	0	0	0	0	0	0	0	0	0	0.01	CTD-2265M8.2
8.74	9.82	24.4	26.46	152.69	179.17	197.06	236.57	222.47	95.67	9.94	3.58	LIG1
0.13	0.05	0.17	0.12	0.63	0.51	0.58	0.66	0.58	0.3	0.06	0.01	CTC-453G23.5
0	0.03	0.05	0.14	0.08	0.11	0.05	0.12	0.1	0.04	0.03	0	CTC-453G23.4
3.96	2.98	2.77	3.55	1.51	1.17	0.67	0.61	0.48	0.67	0.02	0.04	C19orf68
0.97	1.75	3.69	2.2	2.85	1.82	0.58	0.12	0.01	0.03	0.06	0.04	ZNF114
150.36	133.15	89.05	62.19	93.07	62.89	61.08	72.07	98.05	80.62	26.81	7.71	CARD8
0.16	0.44	0.05	0.17	0.2	0.16	0.14	0.07	0.39	0.31	0.06	0.01	CTC-453G23.8
2.5	4.73	2.17	2.44	4.1	1.9	1.7	1.17	0.51	0.39	0.23	0.32	CTC-241F20.3
0.06	0.03	0	0.07	0.02	0.04	0.05	0	0.01	0.09	0.02	0.01	CTC-241F20.4
0.1	0.22	0.12	0.22	0.65	0.78	0.73	0.65	0.06	0.13	0.08	0.1	CCDC114
18.55	20.19	17.42	57.6	230.95	382.17	304.18	198.16	58.11	40.81	15.83	16	EMP3
3.05	3.17	3.12	4.39	14.14	9.14	8.28	10.5	9.59	7.03	0.53	0.14	TMEM143
0.03	0	0.14	0.27	0.18	0.04	0.04	0.12	0.08	0.06	0	0	SYNGR4
96.56	107.13	84.28	63.16	111.51	64.32	59.48	53.93	40.83	34.72	28.8	49.18	KDELR1
0.45	0.41	0.17	0.1	0.22	0.11	0	0.07	0	0	0	0	GRIN2D
7.25	10.04	10.17	21.34	88.6	194.01	185.85	147.21	46.14	20.32	11.72	14.66	GRWD1
0.78	0.41	0.9	0.39	1.09	1.16	1.11	1.4	0.36	0.37	0.5	1.38	KCNJ14
0	0	0	0	0	0	0	0	0	0	0	0	CTC-273B12.5
0	0	0	0	0	0	0	0	0	0	0	0	CTC-273B12.7
0.03	0.03	0	0.07	0.02	0.04	0.01	0.09	0.01	0.04	0.03	0.19	CTC-273B12.6
17.19	15.79	18.06	14.51	28.88	20.35	18.11	21.35	34	28.35	10.28	10.57	CYTH2
0	0	0	0	0	0	0	0	0	0	0	0	CTC-273B12.8
0.26	0.22	0.05	0	0.08	0.04	0	0	0.01	0	0.05	0	LMTK3
0	0	0.02	0	0.1	0.07	0.01	0.02	0	0	0.02	0	CTC-273B12.10
0	0.05	0.02	0	0.87	0.38	0.32	0.1	0.12	0.06	0	0.04	SULT2B1
0.1	0.05	0	0.05	0.28	0.29	0.18	0.17	0.14	0.04	0.17	0.06	FAM83E
0	0	0	0	0	0.04	0.11	0	0	0	0.02	0	SPACA4
779.71	1044.94	809.23	815.56	955.02	995.51	935.79	932.65	666.47	403.57	200.43	221.64	RPL18
0.13	0.05	0.12	0.1	0.67	0.38	0.16	0.03	0.15	0.13	0.08	0.17	AC022154.7
2.08	1.94	2.74	1.79	15.71	17.16	13.67	11.86	9.41	8.47	9.15	15.74	SPHK2
1.72	1.53	1.68	2.56	2.52	3.85	2.34	1.45	1	1.94	3.07	7.07	DBP
4.13	4.65	1.11	0.39	1.23	0.49	0.58	0.26	0.06	0.01	0.15	0.5	CA11
0.1	0.25	0.12	0	0.08	0	0	0.05	0	0.01	0	0	NTN5
0.13	0.14	0.12	0.1	0.83	0.47	0.53	0.38	0.06	0.06	0	0	FUT2
0.16	0.19	0	0.05	1.56	1.37	0.89	0.7	0.33	0.24	0	0	MAMSTR
0.32	0.14	0.54	0.31	0.61	0.33	0.27	0.35	0.57	0.24	0.02	0.08	RASIP1
0.1	0.03	0.02	0	0.08	0.18	0.21	0.37	0.21	0	0	0.03	IZUMO1
0.36	0.25	0.66	1.69	3.7	3.45	7.39	15.81	9.99	2.51	0.59	0.58	FUT1
0	0	0	0	0	0	0	0	0.01	0	0	0	FGF21
5.85	7.2	7.78	16.34	30.11	51.84	51.98	40.72	5.5	1.24	0.2	0.63	BCAT2
2.31	3.2	0.21	0.02	0.97	0.25	0.21	0.24	0.11	0.03	0.15	0.11	HSD17B14
0.39	0.74	0.45	0.46	2.97	4.14	4.2	3.3	2.09	1.5	0.88	0.17	PLEKHA4
110.72	128.99	80.69	71.53	157.29	158.14	200.72	305.73	772.13	947.09	1150.1	1833.89	PPP1R15A
1.07	0.57	0.24	0.29	0.22	0.05	0.19	0.35	0.11	0.36	2.63	20.55	TULP2
30.8	33.68	32.18	28.32	256.54	157.39	165.56	195.61	277.44	324.89	340.08	227.16	NUCB1
0	0	0.02	0	0.18	0.07	0.04	0.05	0.22	0.19	0.22	0.14	NUCB1-AS1
0.1	0.11	0.05	0	0.42	0.18	0.78	0.63	0.42	0.34	1.69	4.69	DHDH
2.01	4.71	1.96	3.4	44.19	49.72	40.99	38.71	29.87	24.65	15.78	33.32	BAX
0.26	0.41	0.05	0.29	0.2	0.25	0.15	0.09	0.37	0.29	0.39	0.71	CTD-2639E6.9
1059.31	1253.94	1073.46	1002.28	6487.65	5290.72	6036.67	5612.73	3721.38	4322.52	5999.66	8125.53	FTL
27.26	35.65	29.6	29.77	57.02	47.65	44.45	44.68	24.8	13.93	4.15	1.27	GYS1
28.46	49.12	60.33	90.41	242.63	557.24	600.96	531.35	189.38	88.44	26.03	14.25	RUVBL2
0.03	0.03	0	0.07	0.18	0.2	0.07	0.17	0.04	0.01	0.05	0	LHB
0.03	0.3	0.02	0.02	0.04	0.05	0	0.02	0.01	0	0	0	CTB-60B18.10
0	0	0	0	0	0	0.01	0	0	0.03	0	0	CGB
0	0	0	0	0	0	0	0	0	0	0	0	CTB-60B18.6
0	0	0	0	0	0	0	0	0	0	0	0	CGB2
0	0	0	0	0	0	0	0	0	0	0	0	CGB1
0	0	0	0	0	0	0	0	0	0	0	0.01	CGB5
0	0	0	0	0	0	0	0	0	0	0	0	CGB8
0	0	0	0	0	0	0.01	0	0	0	0	0	CGB7
0	0	0	0	0	0	0	0	0	0	0	0	NTF4
0	0	0	0	0	0	0	0	0	0	0	0	CTB-60B18.12
0	0	0	0	0	0	0	0	0	0	0	0	CTB-60B18.18
0	0	0	0	0	0	0	0	0	0	0	0	KCNA7
11.37	17.65	17.57	26.89	16.12	18.1	13.01	11.13	7.55	6.04	2.86	1.35	SNRNP70
0.13	0.52	0.61	0.82	2.67	3.14	3.02	3.38	4.67	4.42	0.96	0.51	LIN7B
0.16	0.19	0.12	0.19	1.11	1.46	1.15	0.87	1.36	0.63	0.79	2.27	C19orf73
0.49	0.82	0.61	0.22	2.48	2.38	1.21	0.91	0.48	0.07	0.05	0.17	PPFIA3
0	0	0	0.02	0.04	0.02	0.01	0.02	0.01	0	0	0	HRC
0.39	0.71	0.12	0.02	1.9	1.81	0.9	1.05	0	0	0	0.07	TRPM4
4.74	3.31	2.08	0.84	0.95	0.13	0.08	0.02	0.01	0.07	0.06	0.29	SLC6A16
0.42	1.34	0.35	0.24	0.26	0.09	0.03	0.02	0.03	0	0.03	0.13	CTC-301O7.4
205.33	227.99	129.76	69.65	131.95	43.67	36.92	25.19	5.57	2.03	0.84	0.63	CD37
0.42	1.23	0.17	0.1	0.14	0.05	0.01	0	0	0.01	0	0	TEAD2
0	0	0	0	0	0	0	0	0	0	0	0	AC010524.4
0.03	0.03	0	0	0.02	0	0.03	0	0	0	0	0	DKKL1
0.16	0.33	0.02	0.07	0.04	0	0.07	0.07	0	0.04	0	0	AC010524.2
0.06	0.11	0	0	0.06	0.02	0.01	0.02	0.04	0	0	0	CCDC155
0	0	0	0	0	0	0	0	0	0.01	0	0	PTH2
0	0	0	0	0	0	0	0	0	0	0	0	GFY
0	0	0	0	0.1	0.05	0	0.02	0	0.01	0.02	0	SLC17A7
14.04	15.84	17.42	23.85	87.76	83.84	82.32	74.29	66.95	59.39	53.24	65.07	PIH1D1
3.35	4.68	7.14	9.08	30.19	27.16	19.36	16.5	12.72	7.64	1.83	1.49	ALDH16A1
0	0	0	0	0	0	0	0	0	0	0	0	CTD-3148I10.9
0.32	0.77	0.14	0.17	2.12	2.35	2.34	2.27	5.63	4.97	2.28	1.24	FLT3LG
2926.16	3856.18	3118.25	3011.16	1839.89	1673.3	1659.94	1698.77	1033.72	476.25	162.15	173.1	RPL13A
3169.41	3943.19	3936.12	3517.08	1034.74	902.45	877.61	889.01	692.21	454.51	314.67	404.48	RPS11
0	0	0.02	0.05	0.06	0.04	0	0.05	0	0.04	0	0	hsa-mir-150
11.76	13.24	14.73	27.23	29.81	32.93	38.18	53.98	31.87	9.23	1.87	0.53	FCGRT
0.03	0	0.09	0.29	8.66	10.13	9.35	8.55	2	0.4	0.03	0.03	RCN3
4.52	9.25	7.52	11.18	81.6	115.5	104.63	95.2	72.04	54.64	45.76	50.35	NOSIP
0.19	0.03	0.12	0.12	0.71	0.83	0.49	0.1	0.11	0.04	0	0	PRRG2
18.68	26.32	15.32	18.2	8.02	5.49	2.08	2.01	1.33	0.53	0.17	0.01	PRR12
0	0	0	0	0	0	0	0	0	0	0	0	CTB-33G10.11
4.68	4.95	0.76	1.23	1.82	0.78	0.51	0.28	0.1	0.06	0.02	0.17	RRAS
5.1	10.45	5.82	6.95	7.03	6.66	4.57	4.47	4.28	3.84	3.78	3.95	SCAF1
8.45	8.13	7.54	10.19	55.44	53.71	47.49	41.92	35.68	40.72	120.86	192.3	IRF3
0.88	2.68	2.74	4.18	28.01	41.16	35.89	35.45	45.82	28.15	6.4	6.97	BCL2L12
29.08	42.52	53.4	61.59	154.57	268.15	254.7	176.78	38.36	15.79	7.36	6.09	PRMT1
0.13	0.3	0.24	0.12	1.92	1.77	0.66	0.54	0.17	0.03	0.02	0.22	ADM5
0	0	0	0	0	0	0	0	0	0	0	0	CTB-33G10.6
0.03	0	0	0.02	0.1	0.09	0	0.05	0.01	0.01	0.06	0.18	CPT1C
0.16	0.03	0.02	0.27	0.48	0.69	0.82	0.72	0.22	0.3	0.08	0.01	TSKS
9.58	18.47	13.48	20.79	47.93	79.52	87.67	120.55	306.22	313.09	123.67	47.17	AP2A1
1.46	1.72	1.16	3.52	14.2	18.08	15.58	11.15	6.59	6.46	10.69	17.75	FUZ
0	0	0	0	0.16	0.13	0.14	0.17	0.14	0.34	0.65	1.79	AC006942.4
5.1	9.6	10.24	13.83	18.66	38.6	37.72	43.65	46.77	53.51	89.54	129.46	MED25
9.42	7.22	8.09	18.13	8.89	11.34	8.82	9.72	13.08	18.48	24.95	30.62	PTOV1-AS1
7.5	5.66	4.04	5.12	17.43	9.73	6.06	5.88	7.08	8.56	7.05	7.86	PTOV1
1.85	0.16	0.09	0.22	0.32	0.14	0.07	0.07	0.18	0.2	0.4	0.29	AC018766.6
0.19	0.36	0.07	0.05	1.84	0.67	0.44	0.38	0.62	0.77	0.71	0.72	AC018766.5
0.03	0	0	0	0.16	0.04	0.04	0.07	0.07	0.1	0.05	0.07	AC018766.4
5.07	4.6	3.38	6.04	30.74	18.46	15.44	15.49	13.63	14.15	7.53	8.14	PNKP
4.74	5.91	3.24	5.38	7.94	8.09	5.76	5.88	8.08	12.09	19.2	28.86	AKT1S1
3.41	5.03	2.44	3.57	9.51	11.13	10.63	13.52	26.56	40.54	50.59	64.63	TBC1D17
0.29	0.47	0.02	0.02	0.18	0.11	0.1	0.02	0.06	0.07	0.03	0.15	IL4I1
30.77	34.75	48.09	72.69	128.39	200.57	172.89	154.91	99.52	69.2	24.73	20.34	NUP62
0	0	0	0	0	0	0	0	0	0	0	0	CTC-326K19.6
3.38	4.35	4.75	7.39	6.77	11.31	4.85	4.45	15.78	18.12	3.39	1.73	ATF5
0.03	0	0.05	0.05	0.04	0.02	0.04	0	0.01	0.04	0.02	0.03	SIGLEC11
30.25	38.12	27.59	30.9	69.05	63.23	71.77	76.64	91.5	89.85	78.05	85.15	VRK3
19.3	16.94	21.7	31.6	26.26	44.97	45.4	42.88	27.93	16.13	4.63	4.38	ZNF473
0.1	0.08	0.19	0.1	0.1	0.04	0.03	0.03	0.01	0.07	0.02	0.01	CTD-2126E3.3
0	0	0	0	0	0	0	0	0	0	0	0	CTD-2126E3.4
0.16	0.03	0.05	0	0.02	0	0	0	0.01	0.03	0	0.01	IZUMO2
0.03	0.3	0.02	0.05	0	0.02	0	0	0	0.03	0	0	MYH14
0	0	0	0	0	0	0	0	0	0	0	0	CTB-191K22.5
0.45	0.19	0.05	0.07	0.12	0	0.01	0	0	0.01	0	0	KCNC3
9.94	14.58	9.34	12.58	94.14	122.29	161.21	198.75	330.95	412.74	423.05	460.46	NR1H2
2.31	1.42	0.73	0.29	1.82	0.54	0.37	0.63	0.37	0.17	0.09	0.1	NAPSA
0	0.03	0	0	0	0.07	0	0	0	0	0	0	CTB-191K22.6
2.7	3.8	4.87	7.89	165.6	225.02	244.57	284.5	211.04	100.85	13.41	6.16	POLD1
0	0	0	0	0	0	0	0	0	0	0	0	CTD-2545M3.6
0	0	0.12	0	0.34	0.65	0.18	0.19	0.18	0.13	0	0.14	SPIB
0.13	0.11	0.05	0.02	0.08	0	0.04	0.03	0	0	0	0	MYBPC2
0.19	0.47	0	0.36	0.36	0.52	0.23	0.26	0.12	0.03	0	0	FAM71E1
12.38	15.95	13.14	12.75	15.07	6.21	2.66	1.94	0.94	0.43	0.14	0.1	EMC10
0	0	0	0	0	0	0	0	0	0	0	0	CTD-2545M3.2
0.58	0.6	0.19	0.24	0.73	0.29	0.25	0.12	0.11	0.04	0	0.01	CTD-2545M3.8
0.32	0.96	0.28	0.92	39.04	28.48	22.87	23.94	32.32	32.25	13.63	8.93	JOSD2
0.45	0.25	0.19	0.02	0.12	0.04	0.01	0.05	0	0	0	0	ASPDH
0.13	0.22	0.09	0.02	0.22	0.05	0.03	0	0	0	0	0	LRRC4B
0.16	0.27	0.02	0	0.28	0.33	0.27	0.42	0	0	0	0	SYT3
0.1	0	0.02	0	0.5	0.2	0.38	0.42	0.12	0.07	0.02	0.01	C19orf81
0.1	0.38	0.61	0.29	0.4	0.49	0.07	0.02	0	0	0	0	SHANK1
1.43	3.75	6.83	3.79	101.95	14.34	4.73	2.51	0.86	0.51	0.65	0.26	CLEC11A
0	0	0.24	0.1	0.02	0	0	0	0	0	0	0	GPR32
0.29	0.27	0.19	0.12	0.14	0.07	0.18	0.17	0.15	0.1	0.09	0.01	CTD-2568A17.1
0.55	0.68	0.64	0.82	0.85	0.63	0.38	0.54	0.36	0.19	0	0	ACPT
0	0	0.07	0.12	0.2	0.23	0.1	0.1	0.07	0.01	0.02	0	CTD-2568A17.8
13.22	16.06	15.82	27.11	338.83	537.01	537.33	510.93	230.96	79.63	7.59	3.34	C19orf48
0	0.03	0	0	0.04	0.09	0.1	0.09	0.15	0.14	0.05	0.06	CTD-2568A17.5
0	0	0	0.02	0.08	0.04	0.01	0.07	0.03	0.07	0	0	KLK1
0	0	0	0	0	0	0	0	0	0	0	0	KLK15
0	0	0	0	0	0	0	0	0	0	0	0	AC011523.2
0	0	0	0	0.04	0	0.01	0	0	0	0	0	KLK3
0	0	0	0.05	0.06	0	0	0.02	0	0	0	0	KLK2
0	0	0	0	0	0	0	0	0	0	0	0	AC037199.1
0	0	0	0	0	0	0	0	0	0	0	0	KLK4
0.03	0	0	0	0	0	0	0	0	0	0	0	KLK5
0	0	0	0	0	0	0	0	0	0	0	0	CTB-147C22.8
0	0	0	0	0	0	0	0	0	0	0	0	KLK6
0	0	0	0	0	0	0	0	0	0	0	0	CTB-147C22.9
0	0	0	0	0.06	0.18	0.33	0.45	0.15	0.61	0.19	0.01	KLK7
0	0	0	0	0	0	0	0	0	0	0	0	KLK8
0	0	0	0	0	0	0	0	0	0	0	0	KLK9
0	0	0	0	0	0	0	0	0	0	0	0	KLK9.1
0	0	0	0.02	0	0	0	0	0	0	0	0	KLK10
0	0	0	0	0	0	0	0	0	0	0	0	CTC-518B2.12
0	0.03	0	0	0	0	0	0	0	0	0	0	KLK11
0	0	0	0	0	0	0	0	0	0	0	0	KLK12
0	0	0	0	0	0	0	0	0	0	0	0	CTC-518B2.9
0	0	0	0	0	0	0	0	0	0	0	0	CTC-518B2.10
0.03	0	0.02	0	0.04	0	0	0	0	0	0	0	KLK13
0	0.25	0	0	0.04	0.02	0	0.12	0.08	0.06	0.02	0	KLK14
0.1	0.19	0.19	0.12	0.22	0.47	0.18	0.35	0.21	0.17	0.08	0.18	CTU1
0	0.05	0.21	0.12	0.73	0	0	0	0	0	0.11	0.08	SIGLEC9
0	0	0.05	0	0.87	0	0	0	0	0.01	0.03	0.04	SIGLEC7
0.03	0	0	0	0.12	0.04	0.03	0.02	0.06	0.01	0.02	0.1	CTD-3187F8.14
12.87	13.63	34.89	4.44	65.72	7.12	2.02	0.58	0.22	0.4	0.14	0.08	CD33
0	0.14	0	0	0	0	0.01	0	0	0	0	0	SIGLECL1
0	0	0	0	0	0	0	0	0	0	0	0	CTD-3187F8.2
0	0	0	0	0	0	0	0	0	0	0	0	CTD-3187F8.11
0.49	0.11	0.05	0	0.16	0.04	0	0.02	0	0.01	0	0.03	IGLON5
4.35	4.71	3.26	1.21	3.03	2.76	1.99	1.03	0.35	0.89	1.47	2.21	VSIG10L
0.03	0	0.02	0	0.04	0	0.03	0.02	0	0.03	0.03	0.1	CTD-2616J11.16
0	0	0	0	0	0	0	0	0	0	0	0	CTD-2616J11.9
11.89	13.68	15.86	20.69	24.36	30.36	26.83	30.9	27.7	22.65	22.3	25.1	ETFB
0	0	0	0	0.04	0	0	0	0	0	0	0	CTD-2616J11.11
0.16	0.36	0.17	0.19	1.7	1.25	0.95	0.52	0.28	0.41	0.29	0.83	CLDND2
1.04	3.48	11.42	2.85	69.09	1.46	0.29	0.12	0.18	0.27	0.85	0.35	NKG7
0	0	0	0	0.02	0	0	0	0	0	0	0.15	LIM2
0.88	0.6	0.76	0.36	0	0	0	0	0	0	0	0	C19orf84
0.06	0.08	0.17	0.19	0.85	0.87	0.86	2.15	4.95	3.19	0.71	0.17	CTD-2616J11.14
9.19	7.47	22.18	3.89	17.71	1.07	0.69	1.85	3.89	3.03	0.37	0.18	SIGLEC10
0	0.08	0.19	0	0.32	0.02	0.07	0.14	0.42	0.46	0.06	0	CTD-2616J11.3
0	0	0	0	0.12	0.09	0.05	0.24	0.28	0.26	0.03	0.03	CTD-2616J11.2
0	0	0.85	0.31	0.91	0.2	0	0	0.01	0	0.02	0.01	SIGLEC8
0	0	0	0.02	0.12	0.04	0	0	0	0.01	0	0	CEACAM18
0.06	0.44	1.11	0.12	35.39	0.74	0.08	0.07	0	0	0	0	SIGLEC12
0.03	0.55	0.61	0.02	118.98	6.56	0.63	0.42	0.35	0.61	0.7	0.39	SIGLEC6
0	0	0	0	0	0	0	0	0	0	0	0	CTD-3073N11.9
23.75	20.33	18.72	19.84	16.34	13.91	16.45	16.84	36.48	50.74	33.74	9.14	ZNF175
0.65	1.34	0.38	0.29	2.81	1.73	1.06	1.26	2.96	4.63	2.76	0.33	AC018755.1
0.03	0	0	0	0.16	0.04	0.01	0	0.15	0.03	0.05	0	AC018755.17
0.26	0.79	0.83	0.1	4.56	0.04	0.01	0	0.01	0.01	0	0.04	SIGLEC5
0	0	0	0	0	0	0	0	0	0	0	0	SIGLEC5.1
2.4	5.86	4.96	0.43	17.45	1.32	0.64	0.17	0.07	0.13	0.05	0.06	SIGLEC14
0.1	0.08	0.05	0	0.3	0	0	0.02	0	0	0	0.03	SPACA6P-AS
0.26	0.27	0.09	0	1.66	0	0.01	0	0	0	0.05	0.06	HAS1
0.52	0	0.85	1.13	41.97	0.54	0.1	0.14	0.11	0.3	0.14	0.17	FPR1
0.1	0.11	0.12	0.27	7.35	0.22	0.05	0	0.03	0.11	0	0.06	FPR2
0.06	0.03	0.52	1.13	0.61	0.27	0.21	0.35	0.21	0.19	0.28	0.04	FPR3
3.35	0.03	0	0.05	0	0.02	0	0.02	0	0	0	0	AC006272.2
0.03	0	0.02	0.07	0.06	0.05	0.07	0.14	0.07	0.01	0	0	AC006272.1
20.14	18.96	14.66	16.49	13.39	8.4	9.43	10.29	8.3	4.83	1.21	0.49	ZNF577
0.06	0.03	0.17	0.12	0.18	0.18	0.18	0.03	0.18	0.07	0.02	0	CTC-429C10.2
24.56	21.26	21.92	23.39	14.74	15.12	15.21	14.11	11.22	6	1.04	0.24	ZNF649
7.12	6.29	6.26	8.16	12.7	13.15	13.44	11.83	6.05	2.16	0.19	0.17	ZNF613
2.21	1.92	1.68	2.15	0.46	0.51	0.16	0.19	0.29	0.19	0.12	0.06	HCCAT3
37.04	39.68	33.1	27.64	26.2	20.16	20.59	20.12	16.96	14.32	8.13	5.93	ZNF350
24.5	27.75	22.91	18.71	9.55	10.46	9.21	9.39	7.18	3.33	0.91	0.47	ZNF615
42.56	41.35	41.18	51.98	25.67	52.31	51.32	47.98	19.85	8.16	2.15	1.49	ZNF614
13.94	11.77	7.71	7.48	11.96	9.08	9.06	7.69	5.24	3	0.6	0.24	ZNF432
11.63	11.22	15.2	8.79	13.59	9.27	7.61	9.7	8.34	4.13	0.51	0.33	ZNF841
13.65	12.45	11.04	9.92	13.59	17.86	17.55	12.91	7.18	2.6	0.33	1.57	ZNF616
0.03	0.05	0.02	0.02	0.06	0.02	0	0	0	0	0	0	CTC-471J1.9
11.6	7.44	7.9	5.12	6.12	3.77	2.82	2.43	0.94	0.24	0.06	0.04	ZNF836
0	0.16	0.07	0.05	0.1	0.02	0	0	0	0	0	0	CTD-2525I3.2
95	103.68	87.31	100.5	283.18	325.7	323.83	290.13	139.34	76.33	34.47	26.81	PPP2R1A
2.44	2.6	1.82	2.08	0.44	0.22	0.22	0.14	0.44	0.26	0.06	0.11	CTD-2525I3.3
28.23	25.8	25.3	27.74	36.42	48.46	54.29	53.32	37.27	17.53	3.61	1.09	ZNF766
0.78	1.78	2.98	1.5	0.57	0.27	0.48	0.26	0.48	0.29	0.11	0.07	CTD-2525I3.5
75.76	85.29	72.79	75.4	33.16	68.61	61.97	42.97	16.07	7.92	2.65	0.46	ZNF480
